Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Coral Cres, Pearl Beach",R2,670.3 m²,"$5,500,000","$5,750,000",4.6%
"Manooka Rd, Point Clare",R2,554.4 m²,"$600,000","$620,000",3.3%
"Albany St, Point Frederick",R2,714.5 m²,"$920,000","$990,000",7.6%
"Albany St, Point Frederick",R2,1206.6 m²,"$2,330,000","$2,330,000",0.0%
"St Leonards St, Rocky Point",R2,695.6 m²,"$410,000","$410,000",0.0%
"Kallaroo Rd, San Remo",R2,575.4 m²,"$365,000","$390,000",6.9%
"Broadwater Dr, Saratoga",R2,537.5 m²,"$792,000","$860,000",8.6%
"Patrick Cres, Saratoga",R2,613.4 m²,"$567,000","$600,000",5.8%
"Digby Rd, Springfield",R2,556.4 m²,"$460,000","$500,000",8.7%
"Marina View Pde, St Huberts Island",R2,575.4 m²,"$675,000","$700,000",3.7%
"Salacia Cl, St Huberts Island",R2,663.9 m²,"$1,630,000","$1,630,000",0.0%
"Boat Harbour Cl, Summerland Point",R1,600 m²,"$430,000","$430,000",0.0%
"Kullaroo Rd, Summerland Point",R2,505.9 m²,"$968,000","$1,000,000",3.3%
"Warrina Ave, Summerland Point",R2,537.5 m²,"$405,000","$405,000",0.0%
"Wolseley Ave, Tacoma",R2,2374 m²,"$498,000","$520,000",4.4%
"Blue Waters Pde, Tascott",R2,461.6 m²,"$507,000","$520,000",2.6%
"Victory Pde, Tascott",R2,708.2 m²,"$1,230,000","$1,330,000",8.1%
"Anchorage Cres, Terrigal",R2,461.6 m²,"$740,000","$800,000",8.1%
"Marlborough Cl, Terrigal",R2,600.7 m²,"$755,000","$820,000",8.6%
"Scenic Hwy, Terrigal",R2,671 m²,"$744,000","$800,000",7.5%
"Whiting Ave, Terrigal",R1,676.6 m²,"$1,260,000","$1,350,000",7.1%
"Lynwood Ave, The Entrance",R3,695.6 m²,"$600,000","$640,000",6.7%
"Manning Rd, The Entrance",MU1,423.7 m²,"$643,000","$617,000",-4.0%
"Bondi Rd, The Entrance North",R1,531.1 m²,"$770,000","$745,000",-3.3%
"Curtis Pde, The Entrance North",R2,556.4 m²,"$790,000","$790,000",0.0%
"Curtis Pde, The Entrance North",R2,695.5 m²,"$2,700,000","$2,780,000",3.0%
"Jones Ave, Toukley",R1,556.4 m²,"$438,000","$460,000",5.0%
"Main Rd, Toukley",R2,550.1 m²,"$829,000","$790,000",-4.7%
"Tuggerawong Rd, Tuggerawong",R2,1347 m²,"$579,000","$595,000",2.8%
"Bates Cl, Tumbi Umbi",C4,1.069 ha,"$1,260,000","$1,300,000",3.2%
"Roberta St, Tumbi Umbi",R2,696 m²,"$475,000","$495,000",4.2%
"Nelson St, Umina Beach",R1,499.6 m²,"$647,000","$690,000",6.7%
"Priestman Ave, Umina Beach",R2,543.8 m²,"$600,000","$630,000",5.0%
"Stella Rd, Umina Beach",R2,518.5 m²,"$670,000","$700,000",4.5%
"The Esplanade , Umina Beach",R2,727.2 m²,"$3,010,000","$3,250,000",8.0%
"The Sanctuary , Umina Beach",R2,613 m²,"$700,000","$730,000",4.3%
"Settlement Dr, Wadalba",R2,698.8 m²,"$460,000","$460,000",0.0%
"Wagstaffe Ave, Wagstaffe",R2,783 m²,"$3,000,000","$3,000,000",0.0%
"Coreen Dr, Wamberal",R2,505.9 m²,"$715,000","$750,000",4.9%
"Ocean View Dr, Wamberal",R2,442.6 m²,"$2,310,000","$2,450,000",6.1%
"Ocean View Dr, Wamberal",R2,871.5 m²,"$4,180,000","$4,300,000",2.9%
"Old Gosford Rd, Wamberal",R2,739.8 m²,"$1,130,000","$1,210,000",7.1%
"Warnervale Rd, Warnervale",R1,1.79 ha,"$2,940,000","$2,940,000",0.0%
"Fishburn Cres, Watanobbi",R2,654 m²,"$410,000","$405,000",-1.2%
"The Grove , Watanobbi",R1,600.4 m²,"$378,000","$370,000",-2.1%
"Henry Kendall St, West Gosford",R1,834.7 m²,"$721,000","$740,000",2.6%
"Wakool Cres, Woongarrah",R2,501 m²,"$430,000","$425,000",-1.2%
"Burge Rd, Woy Woy",R2,594.4 m²,"$1,200,000","$1,220,000",1.7%
"Karingal Cl, Woy Woy",R2,692.1 m²,"$560,000","$580,000",3.6%
"Paton St, Woy Woy",R1,695.5 m²,"$632,000","$665,000",5.2%
"Rawson Rd, Woy Woy",R2,852.1 m²,"$1,310,000","$1,370,000",4.6%
"Woy Woy Bay Rd, Woy Woy Bay",R2,841 m²,"$601,000","$601,000",0.0%
"Orange Pde, Wyoming",R2,537.5 m²,"$430,000","$470,000",9.3%
"Boyce Ave, Wyong",R2,1012 m²,"$400,000","$410,000",2.5%
"Howarth St, Wyong",R3,800.5 m²,"$490,000","$540,000",10.2%
"Robinvale Lane, Yarramalong",RU5,2311 m²,"$550,000","$550,000",0.0%
