Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Robinson St, Monterey",R3,1347 m²,"$4,430,000","$4,740,000",7.0%
"Banksia St, Pagewood",R2,474.2 m²,"$1,600,000","$1,850,000",15.6%
"Murray Rd, Pagewood",R2,436.3 m²,"$2,000,000","$2,340,000",17.0%
"Margate St, Ramsgate",R2,455.3 m²,"$1,300,000","$1,540,000",18.5%
"Rocky Point Rd, Ramsgate",MU1,399.583 m²,"$1,100,000","$1,140,000",3.6%
"Bestic St, Rockdale",R2,512.2 m²,"$1,050,000","$1,130,000",7.6%
"Chapel St, Rockdale",R4,1913 m²,"$5,360,000","$5,520,000",3.0%
"Clarence Rd, Rockdale",R2,423.6 m²,"$999,000","$1,080,000",8.1%
"Frederick St, Rockdale",R2,733.5 m²,"$1,790,000","$1,990,000",11.2%
"Princes Hwy, Rockdale",MU1,227.6 m²,"$1,020,000","$1,080,000",5.9%
"Watkin St, Rockdale",R4,363.3 m²,"$1,150,000","$1,180,000",2.6%
"Coward St, Rosebery",R2,356.6 m²,"$1,490,000","$1,620,000",8.7%
"Horbury St, Sans Souci",R3,2702 m²,"$7,070,000","$7,630,000",7.9%
"Kendall St, Sans Souci",R2,654.01 m²,"$1,550,000","$1,840,000",18.7%
"Rickard St, Turrella",R2,518.4 m²,"$1,080,000","$1,190,000",10.2%
"Gertrude St, Wolli Creek",R4,3348 m²,"$13,400,000","$13,800,000",3.0%
"Princes Hwy, Wolli Creek",MU1,322.5 m²,"$987,000","$1,050,000",6.4%
